tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1460,8/5/2015 16:01:18,8/5/2015 16:25:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,22846,Customer,,0
1451,8/5/2015 16:01:46,8/5/2015 16:25:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19756,Customer,,0
580,8/5/2015 16:02:06,8/5/2015 16:11:47,301,E 2 St & Avenue B,40.72217444,-73.98368779,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,22508,Subscriber,1958.0,2
1233,8/5/2015 16:05:09,8/5/2015 16:25:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17702,Customer,,0
515,8/5/2015 16:06:57,8/5/2015 16:15:32,301,E 2 St & Avenue B,40.72217444,-73.98368779,237,E 11 St & 2 Ave,40.73047309,-73.98672378,22865,Subscriber,1988.0,2
627,8/5/2015 16:31:41,8/5/2015 16:42:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,2004,6 Ave & Broome St,40.724399,-74.004704,17431,Subscriber,1992.0,1
741,8/5/2015 16:57:53,8/5/2015 17:10:14,301,E 2 St & Avenue B,40.72217444,-73.98368779,254,W 11 St & 6 Ave,40.73532427,-73.99800419,17548,Subscriber,1979.0,1
976,8/5/2015 17:08:55,8/5/2015 17:25:12,301,E 2 St & Avenue B,40.72217444,-73.98368779,328,Watts St & Greenwich St,40.72405549,-74.00965965,22337,Subscriber,1984.0,1
1069,8/5/2015 17:11:45,8/5/2015 17:29:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,279,Peck Slip & Front St,40.707873,-74.00166999999999,15695,Customer,,0
1041,8/5/2015 17:12:02,8/5/2015 17:29:23,301,E 2 St & Avenue B,40.72217444,-73.98368779,279,Peck Slip & Front St,40.707873,-74.00166999999999,22868,Subscriber,1987.0,2
438,8/5/2015 17:15:49,8/5/2015 17:23:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,21262,Subscriber,1991.0,2
787,8/5/2015 17:19:35,8/5/2015 17:32:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,22140,Subscriber,1986.0,1
1175,8/5/2015 17:23:22,8/5/2015 17:42:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,532,S 5 Pl & S 4 St,40.710451,-73.960876,20842,Customer,,0
1163,8/5/2015 17:23:32,8/5/2015 17:42:55,301,E 2 St & Avenue B,40.72217444,-73.98368779,532,S 5 Pl & S 4 St,40.710451,-73.960876,18024,Customer,,0
332,8/5/2015 17:34:47,8/5/2015 17:40:20,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,22702,Subscriber,1980.0,2
355,8/5/2015 17:35:34,8/5/2015 17:41:29,301,E 2 St & Avenue B,40.72217444,-73.98368779,394,E 9 St & Avenue C,40.72521311,-73.97768752,17182,Subscriber,1980.0,1
333,8/5/2015 17:35:55,8/5/2015 17:41:28,301,E 2 St & Avenue B,40.72217444,-73.98368779,394,E 9 St & Avenue C,40.72521311,-73.97768752,15890,Subscriber,1980.0,2
258,8/5/2015 17:37:33,8/5/2015 17:41:51,301,E 2 St & Avenue B,40.72217444,-73.98368779,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,22914,Customer,,0
963,8/5/2015 17:55:35,8/5/2015 18:11:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,285,Broadway & E 14 St,40.73454567,-73.99074142,18202,Subscriber,1976.0,1
394,8/5/2015 17:55:53,8/5/2015 18:02:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,326,E 11 St & 1 Ave,40.72953837,-73.98426726,17707,Customer,,0
839,8/5/2015 17:58:45,8/5/2015 18:12:44,301,E 2 St & Avenue B,40.72217444,-73.98368779,301,E 2 St & Avenue B,40.72217444,-73.98368779,14884,Customer,,0
279,8/5/2015 18:01:22,8/5/2015 18:06:01,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,22708,Subscriber,1994.0,1
671,8/5/2015 18:05:18,8/5/2015 18:16:29,301,E 2 St & Avenue B,40.72217444,-73.98368779,471,Grand St & Havemeyer St,40.71286844,-73.95698119,23203,Subscriber,1983.0,1
642,8/5/2015 18:06:00,8/5/2015 18:16:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,15447,Subscriber,1975.0,2
867,8/5/2015 18:11:48,8/5/2015 18:26:15,301,E 2 St & Avenue B,40.72217444,-73.98368779,326,E 11 St & 1 Ave,40.72953837,-73.98426726,22306,Subscriber,1947.0,1
470,8/5/2015 18:23:46,8/5/2015 18:31:36,301,E 2 St & Avenue B,40.72217444,-73.98368779,531,Forsyth St & Broome St,40.71893904,-73.99266288,22461,Subscriber,1961.0,1
419,8/5/2015 18:37:05,8/5/2015 18:44:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,17100,Subscriber,1942.0,1
721,8/5/2015 18:44:14,8/5/2015 18:56:15,301,E 2 St & Avenue B,40.72217444,-73.98368779,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,23014,Subscriber,1984.0,1
446,8/5/2015 18:55:07,8/5/2015 19:02:33,301,E 2 St & Avenue B,40.72217444,-73.98368779,531,Forsyth St & Broome St,40.71893904,-73.99266288,14884,Subscriber,1977.0,1
330,8/5/2015 18:59:47,8/5/2015 19:05:18,301,E 2 St & Avenue B,40.72217444,-73.98368779,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,21642,Subscriber,1983.0,2
512,8/5/2015 18:59:51,8/5/2015 19:08:24,301,E 2 St & Avenue B,40.72217444,-73.98368779,332,Cherry St,40.71219906,-73.97948148,22364,Subscriber,1986.0,1
1574,8/5/2015 19:02:32,8/5/2015 19:28:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,393,E 5 St & Avenue C,40.72299208,-73.97995466,22830,Subscriber,1989.0,1
607,8/5/2015 19:09:06,8/5/2015 19:19:14,301,E 2 St & Avenue B,40.72217444,-73.98368779,382,University Pl & E 14 St,40.73492695,-73.99200509,14698,Subscriber,1984.0,1
270,8/5/2015 19:14:23,8/5/2015 19:18:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,445,E 10 St & Avenue A,40.72740794,-73.98142006,22962,Subscriber,1964.0,1
462,8/5/2015 19:19:37,8/5/2015 19:27:19,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,22183,Subscriber,1967.0,1
1563,8/5/2015 19:27:22,8/5/2015 19:53:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,368,Carmine St & 6 Ave,40.73038599,-74.00214988,19721,Subscriber,1989.0,1
217,8/5/2015 19:27:42,8/5/2015 19:31:19,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,14599,Subscriber,1985.0,1
380,8/5/2015 19:32:48,8/5/2015 19:39:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,17295,Subscriber,1989.0,1
634,8/5/2015 19:39:21,8/5/2015 19:49:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,22747,Customer,,0
289,8/5/2015 19:46:58,8/5/2015 19:51:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,266,Avenue D & E 8 St,40.72368361,-73.97574813,16116,Subscriber,1986.0,1
489,8/5/2015 19:49:08,8/5/2015 19:57:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,408,Market St & Cherry St,40.71076228,-73.99400398,22454,Subscriber,1979.0,1
348,8/5/2015 19:49:43,8/5/2015 19:55:31,301,E 2 St & Avenue B,40.72217444,-73.98368779,311,Norfolk St & Broome St,40.7172274,-73.98802084,22633,Subscriber,1991.0,1
418,8/5/2015 19:56:47,8/5/2015 20:03:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,311,Norfolk St & Broome St,40.7172274,-73.98802084,21286,Subscriber,1987.0,1
276,8/5/2015 20:11:16,8/5/2015 20:15:53,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,21985,Subscriber,1976.0,1
721,8/5/2015 21:02:38,8/5/2015 21:14:40,301,E 2 St & Avenue B,40.72217444,-73.98368779,2009,Catherine St & Monroe St,40.71117444,-73.99682619,16179,Subscriber,1992.0,2
425,8/5/2015 21:09:03,8/5/2015 21:16:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,18713,Subscriber,1988.0,1
579,8/5/2015 21:20:04,8/5/2015 21:29:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,307,Canal St & Rutgers St,40.71427487,-73.98990025,15452,Subscriber,1988.0,1
403,8/5/2015 21:21:57,8/5/2015 21:28:40,301,E 2 St & Avenue B,40.72217444,-73.98368779,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,22721,Subscriber,1976.0,1
743,8/5/2015 21:43:53,8/5/2015 21:56:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,325,E 19 St & 3 Ave,40.73624527,-73.98473765,19701,Subscriber,1980.0,1
417,8/5/2015 21:52:11,8/5/2015 21:59:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,18332,Subscriber,1992.0,1
311,8/5/2015 21:53:05,8/5/2015 21:58:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16391,Subscriber,1991.0,1
40339,8/5/2015 21:53:24,8/6/2015 09:05:44,301,E 2 St & Avenue B,40.72217444,-73.98368779,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,18178,Subscriber,1982.0,1
310,8/5/2015 21:56:26,8/5/2015 22:01:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,237,E 11 St & 2 Ave,40.73047309,-73.98672378,15142,Subscriber,1981.0,1
478,8/5/2015 21:58:09,8/5/2015 22:06:07,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,20778,Subscriber,1970.0,1
471,8/5/2015 21:58:13,8/5/2015 22:06:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,20346,Subscriber,1961.0,1
378,8/5/2015 22:23:41,8/5/2015 22:30:00,301,E 2 St & Avenue B,40.72217444,-73.98368779,312,Allen St & E Houston St,40.722055,-73.989111,19623,Subscriber,1987.0,2
375,8/5/2015 22:23:41,8/5/2015 22:29:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,312,Allen St & E Houston St,40.722055,-73.989111,19812,Subscriber,1987.0,1
403,8/5/2015 22:29:05,8/5/2015 22:35:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,350,Clinton St & Grand St,40.71559509,-73.9870295,19702,Subscriber,1968.0,1
249,8/5/2015 23:03:20,8/5/2015 23:07:29,301,E 2 St & Avenue B,40.72217444,-73.98368779,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,15049,Subscriber,1988.0,1
753,8/6/2015 01:40:33,8/6/2015 01:53:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,527,E 33 St & 2 Ave,40.744023,-73.976056,22916,Subscriber,1976.0,1
84,8/6/2015 04:02:38,8/6/2015 04:04:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,301,E 2 St & Avenue B,40.72217444,-73.98368779,15235,Subscriber,1987.0,1
642,8/6/2015 05:38:44,8/6/2015 05:49:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,251,Mott St & Prince St,40.72317958,-73.99480012,22278,Subscriber,1960.0,1
209,8/6/2015 05:52:08,8/6/2015 05:55:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,394,E 9 St & Avenue C,40.72521311,-73.97768752,21310,Subscriber,1989.0,1
339,8/6/2015 05:54:09,8/6/2015 05:59:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,23525,Subscriber,1959.0,1
580,8/6/2015 06:16:45,8/6/2015 06:26:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,22005,Subscriber,1988.0,1
689,8/6/2015 06:22:25,8/6/2015 06:33:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,382,University Pl & E 14 St,40.73492695,-73.99200509,16503,Subscriber,1956.0,1
258,8/6/2015 06:45:46,8/6/2015 06:50:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,22485,Subscriber,1974.0,1
637,8/6/2015 06:56:10,8/6/2015 07:06:47,301,E 2 St & Avenue B,40.72217444,-73.98368779,491,E 24 St & Park Ave S,40.74096374,-73.98602213,21251,Subscriber,1975.0,1
353,8/6/2015 07:09:28,8/6/2015 07:15:21,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,20834,Subscriber,1990.0,1
113,8/6/2015 07:10:03,8/6/2015 07:11:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,301,E 2 St & Avenue B,40.72217444,-73.98368779,16209,Subscriber,1984.0,1
1561,8/6/2015 07:12:24,8/6/2015 07:38:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15809,Subscriber,1984.0,1
262,8/6/2015 07:13:00,8/6/2015 07:17:23,301,E 2 St & Avenue B,40.72217444,-73.98368779,403,E 2 St & 2 Ave,40.72502876,-73.99069656,20613,Subscriber,1982.0,1
540,8/6/2015 07:14:18,8/6/2015 07:23:18,301,E 2 St & Avenue B,40.72217444,-73.98368779,251,Mott St & Prince St,40.72317958,-73.99480012,15235,Subscriber,1987.0,1
674,8/6/2015 07:16:50,8/6/2015 07:28:05,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,22356,Subscriber,1991.0,1
1399,8/6/2015 07:23:04,8/6/2015 07:46:24,301,E 2 St & Avenue B,40.72217444,-73.98368779,360,William St & Pine St,40.70717936,-74.00887308,20107,Subscriber,1991.0,2
990,8/6/2015 07:24:56,8/6/2015 07:41:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,519,Pershing Square North,40.751872999999996,-73.97770600000001,18054,Subscriber,1990.0,1
1086,8/6/2015 07:30:32,8/6/2015 07:48:39,301,E 2 St & Avenue B,40.72217444,-73.98368779,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,15060,Subscriber,1983.0,1
660,8/6/2015 07:33:31,8/6/2015 07:44:31,301,E 2 St & Avenue B,40.72217444,-73.98368779,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,19370,Subscriber,1983.0,1
201,8/6/2015 07:34:43,8/6/2015 07:38:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,349,Rivington St & Ridge St,40.71850211,-73.98329859,16821,Subscriber,1978.0,1
466,8/6/2015 07:39:22,8/6/2015 07:47:09,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,15141,Subscriber,1989.0,1
986,8/6/2015 07:42:20,8/6/2015 07:58:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,337,Old Slip & Front St,40.703799200000006,-74.00838676,18866,Subscriber,1988.0,1
489,8/6/2015 07:46:31,8/6/2015 07:54:40,301,E 2 St & Avenue B,40.72217444,-73.98368779,320,Leonard St & Church St,40.717571,-74.005549,18078,Subscriber,1989.0,1
1045,8/6/2015 07:47:24,8/6/2015 08:04:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,387,Centre St & Chambers St,40.71273266,-74.0046073,21334,Subscriber,1988.0,2
1111,8/6/2015 07:48:32,8/6/2015 08:07:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,362,Broadway & W 37 St,40.75172632,-73.98753523,18105,Subscriber,1989.0,2
481,8/6/2015 07:52:36,8/6/2015 08:00:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,21310,Subscriber,1989.0,2
312,8/6/2015 07:57:37,8/6/2015 08:02:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,20024,Subscriber,1994.0,1
772,8/6/2015 08:02:28,8/6/2015 08:15:20,301,E 2 St & Avenue B,40.72217444,-73.98368779,546,E 30 St & Park Ave S,40.74444921,-73.98303529,22788,Subscriber,1986.0,1
798,8/6/2015 08:03:19,8/6/2015 08:16:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,16209,Subscriber,1977.0,2
571,8/6/2015 08:03:26,8/6/2015 08:12:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,285,Broadway & E 14 St,40.73454567,-73.99074142,17332,Subscriber,1975.0,1
801,8/6/2015 08:07:48,8/6/2015 08:21:09,301,E 2 St & Avenue B,40.72217444,-73.98368779,357,E 11 St & Broadway,40.73261787,-73.99158043,14706,Subscriber,1972.0,1
1516,8/6/2015 08:11:27,8/6/2015 08:36:44,301,E 2 St & Avenue B,40.72217444,-73.98368779,477,W 41 St & 8 Ave,40.75640548,-73.9900262,18234,Subscriber,1990.0,2
881,8/6/2015 08:11:41,8/6/2015 08:26:22,301,E 2 St & Avenue B,40.72217444,-73.98368779,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,16326,Subscriber,1987.0,2
384,8/6/2015 08:12:25,8/6/2015 08:18:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,15709,Subscriber,1984.0,1
189,8/6/2015 08:12:46,8/6/2015 08:15:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,403,E 2 St & 2 Ave,40.72502876,-73.99069656,19050,Subscriber,1983.0,1
908,8/6/2015 08:14:29,8/6/2015 08:29:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,435,W 21 St & 6 Ave,40.74173969,-73.99415556,17577,Subscriber,1979.0,1
984,8/6/2015 08:15:08,8/6/2015 08:31:33,301,E 2 St & Avenue B,40.72217444,-73.98368779,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,16755,Subscriber,1980.0,1
510,8/6/2015 08:17:56,8/6/2015 08:26:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,15375,Subscriber,1980.0,1
1036,8/6/2015 08:17:57,8/6/2015 08:35:14,301,E 2 St & Avenue B,40.72217444,-73.98368779,387,Centre St & Chambers St,40.71273266,-74.0046073,19785,Subscriber,1981.0,1
760,8/6/2015 08:18:08,8/6/2015 08:30:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17169,Subscriber,1963.0,2
1707,8/6/2015 08:20:13,8/6/2015 08:48:41,301,E 2 St & Avenue B,40.72217444,-73.98368779,362,Broadway & W 37 St,40.75172632,-73.98753523,14677,Subscriber,1987.0,2
1354,8/6/2015 08:20:13,8/6/2015 08:42:47,301,E 2 St & Avenue B,40.72217444,-73.98368779,388,W 26 St & 10 Ave,40.749717753,-74.002950346,18186,Subscriber,1992.0,2
581,8/6/2015 08:21:33,8/6/2015 08:31:15,301,E 2 St & Avenue B,40.72217444,-73.98368779,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,20032,Subscriber,1986.0,2
1501,8/6/2015 08:22:23,8/6/2015 08:47:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18382,Subscriber,1976.0,2
945,8/6/2015 08:24:31,8/6/2015 08:40:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,496,E 16 St & 5 Ave,40.73726186,-73.99238967,21272,Subscriber,1987.0,1
231,8/6/2015 08:25:19,8/6/2015 08:29:11,301,E 2 St & Avenue B,40.72217444,-73.98368779,403,E 2 St & 2 Ave,40.72502876,-73.99069656,15991,Subscriber,1989.0,1
697,8/6/2015 09:07:16,8/6/2015 09:18:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,253,W 13 St & 5 Ave,40.73543934,-73.99453948,17978,Subscriber,1982.0,2
383,8/6/2015 09:12:11,8/6/2015 09:18:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,19281,Subscriber,1988.0,1
437,8/6/2015 09:24:52,8/6/2015 09:32:09,301,E 2 St & Avenue B,40.72217444,-73.98368779,361,Allen St & Hester St,40.71605866,-73.99190759,18298,Subscriber,1984.0,1
177,8/6/2015 10:42:40,8/6/2015 10:45:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,411,E 6 St & Avenue D,40.72228087,-73.97668709,18298,Subscriber,1975.0,1
1492,8/6/2015 11:31:28,8/6/2015 11:56:20,301,E 2 St & Avenue B,40.72217444,-73.98368779,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,20272,Subscriber,1949.0,2
848,8/6/2015 11:34:26,8/6/2015 11:48:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,253,W 13 St & 5 Ave,40.73543934,-73.99453948,18996,Subscriber,1980.0,2
463,8/6/2015 11:40:59,8/6/2015 11:48:42,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,22826,Subscriber,1992.0,1
650,8/6/2015 11:50:59,8/6/2015 12:01:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,18791,Subscriber,1952.0,2
211,8/6/2015 11:58:20,8/6/2015 12:01:52,301,E 2 St & Avenue B,40.72217444,-73.98368779,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,23233,Subscriber,1984.0,1
2419,8/6/2015 12:02:34,8/6/2015 12:42:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,285,Broadway & E 14 St,40.73454567,-73.99074142,22515,Subscriber,1983.0,1
632,8/6/2015 12:03:44,8/6/2015 12:14:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,294,Washington Square E,40.73049393,-73.99572140000001,16094,Subscriber,1991.0,2
586,8/6/2015 12:28:17,8/6/2015 12:38:03,301,E 2 St & Avenue B,40.72217444,-73.98368779,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17818,Customer,,0
430,8/6/2015 12:33:55,8/6/2015 12:41:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,21986,Subscriber,1977.0,1
392,8/6/2015 12:34:04,8/6/2015 12:40:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,22859,Subscriber,1986.0,1
1875,8/6/2015 12:36:18,8/6/2015 13:07:33,301,E 2 St & Avenue B,40.72217444,-73.98368779,477,W 41 St & 8 Ave,40.75640548,-73.9900262,16411,Subscriber,1977.0,1
597,8/6/2015 12:42:09,8/6/2015 12:52:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,16864,Subscriber,1988.0,1
2083,8/6/2015 12:53:33,8/6/2015 13:28:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,523,W 38 St & 8 Ave,40.75466591,-73.99138152,16030,Customer,,0
2848,8/6/2015 13:27:56,8/6/2015 14:15:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,3120,Center Blvd & Borden Ave,40.741609999999994,-73.96044,21916,Subscriber,1991.0,2
910,8/6/2015 13:36:57,8/6/2015 13:52:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,355,Bayard St & Baxter St,40.71602118,-73.99974372,24230,Subscriber,1983.0,2
450,8/6/2015 13:55:25,8/6/2015 14:02:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,23627,Subscriber,1975.0,2
1844,8/6/2015 14:00:19,8/6/2015 14:31:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,16763,Subscriber,1968.0,2
426,8/6/2015 14:02:08,8/6/2015 14:09:15,301,E 2 St & Avenue B,40.72217444,-73.98368779,368,Carmine St & 6 Ave,40.73038599,-74.00214988,23163,Subscriber,1977.0,1
177,8/6/2015 14:08:30,8/6/2015 14:11:28,301,E 2 St & Avenue B,40.72217444,-73.98368779,394,E 9 St & Avenue C,40.72521311,-73.97768752,14882,Subscriber,1989.0,1
636,8/6/2015 14:37:46,8/6/2015 14:48:23,301,E 2 St & Avenue B,40.72217444,-73.98368779,279,Peck Slip & Front St,40.707873,-74.00166999999999,22704,Subscriber,1972.0,1
985,8/6/2015 15:50:25,8/6/2015 16:06:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,263,Elizabeth St & Hester St,40.717290000000006,-73.996375,22836,Customer,,0
824,8/6/2015 15:52:56,8/6/2015 16:06:40,301,E 2 St & Avenue B,40.72217444,-73.98368779,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,22055,Subscriber,1964.0,2
868,8/6/2015 15:56:43,8/6/2015 16:11:11,301,E 2 St & Avenue B,40.72217444,-73.98368779,174,E 25 St & 1 Ave,40.7381765,-73.97738662,22959,Subscriber,1959.0,2
218,8/6/2015 16:14:00,8/6/2015 16:17:39,301,E 2 St & Avenue B,40.72217444,-73.98368779,394,E 9 St & Avenue C,40.72521311,-73.97768752,23662,Subscriber,1972.0,1
437,8/6/2015 16:20:40,8/6/2015 16:27:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,20080,Subscriber,1966.0,2
693,8/6/2015 16:31:38,8/6/2015 16:43:11,301,E 2 St & Avenue B,40.72217444,-73.98368779,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,18938,Subscriber,1958.0,2
721,8/6/2015 16:32:03,8/6/2015 16:44:05,301,E 2 St & Avenue B,40.72217444,-73.98368779,285,Broadway & E 14 St,40.73454567,-73.99074142,22236,Subscriber,1989.0,1
920,8/6/2015 16:35:33,8/6/2015 16:50:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,23107,Subscriber,1987.0,2
2134,8/6/2015 16:46:08,8/6/2015 17:21:42,301,E 2 St & Avenue B,40.72217444,-73.98368779,445,E 10 St & Avenue A,40.72740794,-73.98142006,23558,Subscriber,1986.0,1
253,8/6/2015 16:57:03,8/6/2015 17:01:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,17554,Subscriber,1983.0,2
288,8/6/2015 17:02:18,8/6/2015 17:07:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,22111,Subscriber,1990.0,2
202,8/6/2015 17:07:27,8/6/2015 17:10:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,445,E 10 St & Avenue A,40.72740794,-73.98142006,18270,Subscriber,1984.0,2
467,8/6/2015 17:15:02,8/6/2015 17:22:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,285,Broadway & E 14 St,40.73454567,-73.99074142,22878,Subscriber,1985.0,1
